method,primary_mean,primary_std,auc_mean,auc_std
Raw,0.7561518719806763,0.10057122155307605,0.8972731562160873,0.0637365670413299
Filter (1–50 Hz),0.7013964371980677,0.12503746403756946,0.854481353898647,0.08813994615161813
ICA,0.7560009057971014,0.0980078041850407,0.8955180204942064,0.06630839866637156
ASR,0.7545667270531401,0.10462186971367621,0.8961095098303052,0.06802490305005399
IC-U-Net,0.6416968599033817,0.05442577776534345,0.8201632773117518,0.04001792389200261
