task,method,classifier,repeat,seed,primary_name,primary,accuracy,balanced_accuracy,precision,recall,auc
attention_state,asr,mlp,5,1626406676,accuracy,0.8435990338164251,0.8435990338164251,0.8435990338164251,0.8434931013645036,0.8435990338164251,0.9500971981551495
attention_state,asr,mlp,6,126691620,accuracy,0.8417874396135265,0.8417874396135265,0.8417874396135265,0.8411478826088835,0.8417874396135265,0.9472955720961983
attention_state,asr,mlp,7,28155425,accuracy,0.8429951690821256,0.8429951690821256,0.8429951690821255,0.8440747848358964,0.8429951690821255,0.9541935233319331
attention_state,asr,mlp,8,149869551,accuracy,0.8429951690821256,0.8429951690821256,0.8429951690821257,0.8431789387717346,0.8429951690821257,0.9540313440803753
attention_state,asr,mlp,9,2044435244,accuracy,0.856280193236715,0.856280193236715,0.856280193236715,0.8559865720119167,0.856280193236715,0.9576219872400755
attention_state,asr,mlp,10,1786428360,accuracy,0.8490338164251208,0.8490338164251208,0.8490338164251208,0.8504278702734317,0.8490338164251208,0.9525397325491843
attention_state,asr,mobilenet,1,2013945970,accuracy,0.7131642512077294,0.7131642512077294,0.7131642512077295,0.7071600282500756,0.7131642512077295,0.8943693442379052
attention_state,asr,mobilenet,2,61155527,accuracy,0.7185990338164251,0.7185990338164251,0.7185990338164251,0.736957823081276,0.7185990338164251,0.8826084768606034
attention_state,asr,mobilenet,3,1072713694,accuracy,0.6823671497584541,0.6823671497584541,0.6823671497584541,0.7192785849783206,0.6823671497584541,0.8567309038717356
attention_state,asr,mobilenet,4,2111243235,accuracy,0.6594202898550725,0.6594202898550725,0.6594202898550724,0.7226245882738076,0.6594202898550724,0.8689443963102991
attention_state,asr,mobilenet,5,1626406676,accuracy,0.6032608695652174,0.6032608695652174,0.6032608695652174,0.663675584393942,0.6032608695652174,0.8221930135475741
attention_state,asr,mobilenet,6,126691620,accuracy,0.6968599033816425,0.6968599033816425,0.6968599033816426,0.7160261202246314,0.6968599033816426,0.8788028709829868
attention_state,asr,mobilenet,7,28155425,accuracy,0.6678743961352657,0.6678743961352657,0.6678743961352657,0.6615412814218957,0.6678743961352657,0.8534632517678359
attention_state,asr,mobilenet,8,149869551,accuracy,0.6274154589371981,0.6274154589371981,0.6274154589371981,0.7472624248040125,0.6274154589371981,0.8711716944969542
attention_state,asr,mobilenet,9,2044435244,accuracy,0.6334541062801933,0.6334541062801933,0.6334541062801933,0.7725794955808213,0.6334541062801933,0.8732606070153329
attention_state,asr,mobilenet,10,1786428360,accuracy,0.6280193236714976,0.6280193236714976,0.6280193236714976,0.7441163621411868,0.6280193236714976,0.8612237887698662
attention_state,asr,random_forest,1,2013945970,accuracy,0.8671497584541062,0.8671497584541062,0.8671497584541062,0.867341193802614,0.8671497584541062,0.9629099060071414
attention_state,asr,random_forest,2,61155527,accuracy,0.8731884057971014,0.8731884057971014,0.8731884057971014,0.8733103777465173,0.8731884057971014,0.9636007403906742
attention_state,asr,random_forest,3,1072713694,accuracy,0.8605072463768116,0.8605072463768116,0.8605072463768115,0.8623203251772381,0.8605072463768115,0.9616655289505006
attention_state,asr,random_forest,4,2111243235,accuracy,0.8629227053140096,0.8629227053140096,0.8629227053140096,0.8633041829971796,0.8629227053140096,0.9643730746341804
attention_state,asr,random_forest,5,1626406676,accuracy,0.8756038647342995,0.8756038647342995,0.8756038647342995,0.8759103912279315,0.8756038647342995,0.9660170197962613
attention_state,asr,random_forest,6,126691620,accuracy,0.8647342995169082,0.8647342995169082,0.8647342995169082,0.8650499813062357,0.8647342995169082,0.9634798580480292
attention_state,asr,random_forest,7,28155425,accuracy,0.8611111111111112,0.8611111111111112,0.8611111111111112,0.863573501945595,0.8611111111111112,0.9582261254638381
attention_state,asr,random_forest,8,149869551,accuracy,0.8725845410628019,0.8725845410628019,0.8725845410628019,0.8736629631668668,0.8725845410628019,0.9680110314709794
attention_state,asr,random_forest,9,2044435244,accuracy,0.8592995169082126,0.8592995169082126,0.8592995169082126,0.85940691364355,0.8592995169082126,0.9635547941608905
attention_state,asr,random_forest,10,1786428360,accuracy,0.8695652173913043,0.8695652173913043,0.8695652173913043,0.8703038717384509,0.8695652173913043,0.9663919738500316
attention_state,asr,svm,1,2013945970,accuracy,0.6256038647342995,0.6256038647342995,0.6256038647342995,0.6237169734171606,0.6256038647342995,0.806165710547504
attention_state,asr,svm,2,61155527,accuracy,0.5942028985507246,0.5942028985507246,0.5942028985507246,0.5916883550038364,0.5942028985507246,0.7824246372435764
attention_state,asr,svm,3,1072713694,accuracy,0.591183574879227,0.591183574879227,0.591183574879227,0.5912830012531713,0.591183574879227,0.7772991712175314
attention_state,asr,svm,4,2111243235,accuracy,0.6358695652173914,0.6358695652173914,0.6358695652173912,0.634566927615332,0.6358695652173912,0.8109195043933347
attention_state,asr,svm,5,1626406676,accuracy,0.6135265700483091,0.6135265700483091,0.6135265700483092,0.6122088797117363,0.6135265700483092,0.7894957073093888
attention_state,asr,svm,6,126691620,accuracy,0.6340579710144928,0.6340579710144928,0.6340579710144927,0.6325345718003806,0.6340579710144927,0.8037111426170972
attention_state,asr,svm,7,28155425,accuracy,0.6322463768115942,0.6322463768115942,0.6322463768115942,0.6321630805876136,0.6322463768115942,0.7990968283973955
attention_state,asr,svm,8,149869551,accuracy,0.6310386473429952,0.6310386473429952,0.6310386473429952,0.6309210619233226,0.6310386473429952,0.7945569033116291
attention_state,asr,svm,9,2044435244,accuracy,0.6231884057971014,0.6231884057971014,0.6231884057971014,0.6214177358393541,0.6231884057971014,0.7930707615696982
attention_state,asr,svm,10,1786428360,accuracy,0.6352657004830918,0.6352657004830918,0.6352657004830918,0.6377767232318102,0.6352657004830918,0.8018979074774207
attention_state,asr,vit,1,2013945970,accuracy,0.7904589371980676,0.7904589371980676,0.7904589371980677,0.7879764973854648,0.7904589371980677,0.9311041754183295
attention_state,asr,vit,2,61155527,accuracy,0.7759661835748792,0.7759661835748792,0.7759661835748792,0.7760490196716262,0.7759661835748792,0.920689149688441
attention_state,asr,vit,3,1072713694,accuracy,0.7445652173913043,0.7445652173913043,0.7445652173913043,0.7479096010014873,0.7445652173913043,0.896396721627109
attention_state,asr,vit,4,2111243235,accuracy,0.7801932367149759,0.7801932367149759,0.7801932367149759,0.7830737802553841,0.7801932367149759,0.9201788183504865
attention_state,asr,vit,5,1626406676,accuracy,0.7469806763285024,0.7469806763285024,0.7469806763285024,0.7447814904921298,0.7469806763285024,0.9047644052369952
attention_state,asr,vit,6,126691620,accuracy,0.7620772946859904,0.7620772946859904,0.7620772946859904,0.7612447060146109,0.7620772946859904,0.9122432480921375
