task,method,classifier,primary_mean,primary_std,auc_mean,auc_std,accuracy_mean,balanced_accuracy_mean,precision_mean,recall_mean
seizure_detection,ic_unet,vit,0.6790322580645161,0.1125398598789942,0.818731619728962,0.10067975275606217,0.6790322580645161,0.6790322580645162,0.8693508762882074,0.4464690496948561
seizure_detection,ica,eegnet,0.6750653879686138,0.030254026895450255,0.7741453197720599,0.032617150061637394,0.6750653879686138,0.6750653879686138,0.8438427916682023,0.434306887532694
seizure_detection,ica,lightgbm,0.913382737576286,0.004291319827257255,0.9703414160286226,0.0021868772471963322,0.913382737576286,0.913382737576286,0.9257983456692666,0.898823016564952
seizure_detection,ica,logistic_regression,0.7817349607672188,0.0049108255700094925,0.8518182453905376,0.003989381370244749,0.7817349607672188,0.7817349607672188,0.8467074951584734,0.6880993897122929
seizure_detection,ica,mlp,0.8689625108979948,0.018419300593676448,0.9373737656857013,0.004496516093286355,0.8689625108979948,0.8689625108979948,0.9191344904790022,0.8119006102877071
seizure_detection,ica,mobilenet,0.7382083696599826,0.02234135708783604,0.8240635420554284,0.022254497195766363,0.7382083696599826,0.7382083696599826,0.8389604183372249,0.5967306015693112
seizure_detection,ica,random_forest,0.8906713164777681,0.0054578829035359985,0.9551038340418773,0.003417482866587951,0.8906713164777681,0.8906713164777681,0.9161910240439608,0.8600261551874455
seizure_detection,ica,svm,0.7781604184829991,0.004793928678769491,0.8413273434584287,0.003444653699823162,0.7781604184829991,0.7781604184829991,0.8292418769120709,0.7006538796861378
seizure_detection,ica,vit,0.8548169136878814,0.006856874201400982,0.9275432613337247,0.004868485484841903,0.8548169136878814,0.8548169136878814,0.8673567597941482,0.8384917175239757
seizure_detection,raw,eegnet,0.7880340017436792,0.044961195993816205,0.8868157541488391,0.03766221092783956,0.7880340017436792,0.7880340017436792,0.910335725774773,0.640104620749782
seizure_detection,raw,lightgbm,0.9207061900610288,0.0048422428722511976,0.9753243934938116,0.0014683606237096527,0.9207061900610288,0.9207061900610288,0.9332623012372612,0.9062336530078465
seizure_detection,raw,logistic_regression,0.8133391455972101,0.005078231694402933,0.8793057055705761,0.005596997918359465,0.8133391455972101,0.8133391455972101,0.8610020362455018,0.747384481255449
seizure_detection,raw,mlp,0.8966652136006974,0.00639068671855014,0.9475075991422983,0.00307511605049501,0.8966652136006974,0.8966652136006974,0.9200756721932226,0.8695292066259809
seizure_detection,raw,mobilenet,0.8074106364428945,0.02528075475984722,0.8922509936462883,0.02036858201358754,0.8074106364428945,0.8074106364428946,0.8342389553590787,0.7750653879686138
seizure_detection,raw,random_forest,0.8858761987794246,0.004020400104679617,0.9546626030226306,0.0026215179388633537,0.8858761987794246,0.8858761987794246,0.9128050518084205,0.8532693984306888
seizure_detection,raw,svm,0.8062990409764603,0.006508247438840419,0.867681649715075,0.006152025940723266,0.8062990409764603,0.8062990409764603,0.8428213065413367,0.7530950305143854
seizure_detection,raw,vit,0.8818003487358327,0.005286190289109364,0.9464105026645455,0.0036661126392287195,0.8818003487358327,0.8818003487358326,0.8911600913923674,0.8704446381865736
